Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
6893,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay separately paul mind markets helped believe read right
6917,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay salary savs reflected reduction anticipat flow later 
6928,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",assumption assum loan sale gets completed particularly elevated accretion million rate n
7016,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",trends reverse post pretty jammed securities
7128,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay reports banks creat shell companies assets comerica consider like allowed
7131,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay stick fair better economics direct employer channel versus insurance carrier channel
7201,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick", impact utilization rates like sort mind folks 
7264,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay great mark credit terry ncos rise andy said consumer charge offs come terry ncos rise fourth come commercial cateries 
7778,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay assume hotels mainly limited service type properties
7779,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",thanks terms million recurr items detail severance tech writedowns background
7887,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay helpful relation insurance product commission understand unique repeatable truly came able advantage
8147,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",right lastly ed clarify confusion press release written share count happens s 
8155,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay fair change gears cards income volumes little 
8308,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",n million impact basis s presumably cuts like confident growth versus half
8414,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay generally optimistic broad based generally optimistic
8755,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay sorry imply state criticized classified assets stable 
8894,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand", giv specific guidance directionally rate like impact
9017,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay thank helpful missed earlier mortgage bank million fair market gain included
9186,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay okay helpful luis said remind provision impact resi mortgage sell
9207,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",right makes sense tell gains loan sales trend
9208,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay industry wise remain shared national credits retail
9298,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",lastly thoughts investment bank pipeline continuation out buckets banks
9365,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow", specifically piece million percentage dollar million sits nashville hear ths outside nashville million
9424,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay basis fewer process days completely reverse course multiple s
9459,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay great right mary wondered couple ths sure exposure zero correct
9536,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay comes nice little helper segment nims corporate level
9605,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",thank pipeline specific markets industries stand today
9653,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",od thank loan growth percentage came exist customers versus customers 
9722,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",couple quick s regard yadkin loan percentage loans matured reunderwritten moved originated 
9787,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay great s asked answered congrats transaction
9837,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",thanks different provision dale say ths little better late june early july million incremental provision away right 
9842,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay fair trad related flatten curve pressure improved 
9916,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", pretty loan growth capital system versus taxes
10058,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",ed resi sale piece remain million sold assum earlier tick march
10075,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",includ deposit reactivity embedded relative experience today
10099,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",sort impact business od th provide great thanks
10111,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay evaluation assum resolution virus larger decisions 
10150,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",inschool higher refi obvious answer
10287,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",lastly federal reserve balances obviously nicely maintained
10321,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",capital degradation stress test occur assume build s range s will dividend level
10430,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thanks tak s couple s corporate payments ed little granularity vernment spend andy terry ed
10458,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",helpful touched help size revenue synergy potential conversion
10605,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",ed technical issues roll clarity technical issues technical issues didn tim total dollar roll
